"InternalReference","Description","ItemCategory","ItemCategory2","Department","Weight","Dimension","Length","Thickness","UsedFor","Finishing","SAD_UOM","conversion_rate","PURCHASE_UOM","Warehouse_QTY","Available_QTY","Warehouse_QTY_SG","Available_QTY_SG","PQ_QTY","PO_QTY","MinQty","reOrderQty","drawing_Ref_T1","drawing_Ref_T2","drawing_Ref_FRP","PackingReference","our_final_price","market_final_price"
"T1-4ftPA-MS","[Type 1] MS 4'Perimeter Angle","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_21","T2-SE-ACCD-2020-001_Sheet_19","N/A","LOOSE","8.1804","8.6222"
"T1-4ftPA-SS304","[Type 1] SS304 4'Perimeter Angle","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","11.2068","11.2068"
"T1-4ftPA-SS316","[Type 1] SS316 4'Perimeter Angle","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","29.45","18.56"
"T1-OT-SS1-12ft","[Type 1] SS304 OP Truss - 12'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-OT-SS1-16ft","[Type 1] SS304 OP Truss - 16'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-OT-SS1-1m","[Type 1] SS304 OP Truss - 1M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","40.375","60.52"
"T1-OT-SS1-2m","[Type 1] SS304 OP Truss - 2M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","78.375","117.48"
"T1-OT-SS1-3m","[Type 1] SS304 OP Truss - 3M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","118.75","178"
"T1-OT-SS1-4ft","[Type 1] SS304 OP Truss - 4'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","59.375","89"
"T1-OT-SS1-4m","[Type 1] SS304 OP Truss - 4M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-OT-SS1-8ft","[Type 1] SS304 OP Truss - 8'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","118.75","178"
"T1-OT-SS1-HDPE-12ft","[Type 1] SS304 OP Truss - HDPE - 12'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-OT-SS1-HDPE-16ft","[Type 1] SS304 OP Truss - HDPE - 16'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-OT-SS1-HDPE-1m","[Type 1] SS304 OP Truss - HDPE - 1M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","40.375","60.52"
"T1-OT-SS1-HDPE-2m","[Type 1] SS304 OP Truss - HDPE - 2M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","78.375","117.48"
"T1-OT-SS1-HDPE-3m","[Type 1] SS304 OP Truss - HDPE - 3M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","118.75","178"
"T1-OT-SS1-HDPE-4ft","[Type 1] SS304 OP Truss - HDPE - 4'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","59.375","89"
"T1-OT-SS1-HDPE-4m","[Type 1] SS304 OP Truss - HDPE - 4M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-OT-SS1-HDPE-8ft","[Type 1] SS304 OP Truss - HDPE - 8'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","118.75","178"
"T1-OT-SS2-12ft","[Type 1] SS316 OP Truss x 12'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-OT-SS2-16ft","[Type 1] SS316 OP Truss x 116'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-OT-SS2-1m","[Type 1] SS316 OP Truss x 1M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","76.8","80.48"
"T1-OT-SS2-2m","[Type 1] SS316 OP Truss x 2M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","158.4","165.99"
"T1-OT-SS2-3m","[Type 1] SS316 OP Truss x 3M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","240","251.5"
"T1-OT-SS2-4ft","[Type 1] SS316 OP Truss x 4'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","120","125.75"
"T1-OT-SS2-4m","[Type 1] SS316 OP Truss x 4M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-OT-SS2-8ft","[Type 1] SS316 OP Truss x 8'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","240","251.5"
"T1-OT-SS2-HDPE-12ft","[Type 1] SS316 OP Truss - HDPE - 12'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-OT-SS2-HDPE-16ft","[Type 1] SS316 OP Truss - HDPE - 16'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-OT-SS2-HDPE-1m","[Type 1] SS316 OP Truss - HDPE - 1M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","76.8","80.48"
"T1-OT-SS2-HDPE-2m","[Type 1] SS316 OP Truss - HDPE - 2M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","158.4","165.99"
"T1-OT-SS2-HDPE-3m","[Type 1] SS316 OP Truss - HDPE - 3M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","240","251.5"
"T1-OT-SS2-HDPE-4ft","[Type 1] SS316 OP Truss - HDPE - 4'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","120","125.75"
"T1-OT-SS2-HDPE-4m","[Type 1] SS316 OP Truss - HDPE - 4M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-OT-SS2-HDPE-8ft","[Type 1] SS316 OP Truss - HDPE - 8'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","240","251.5"
"T1-POT-SS1-12ft","[Type 1] SS304 Partition OP Truss - 12'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-POT-SS1-16ft","[Type 1] SS304 Partition OP Truss - 16'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-POT-SS1-1m","[Type 1] SS304 Partition OP Truss - 1M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","40.375","60.52"
"T1-POT-SS1-2m","[Type 1] SS304 Partition OP Truss - 2M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","78.375","117.48"
"T1-POT-SS1-3m","[Type 1] SS304 Partition OP Truss - 3M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","118.75","178"
"T1-POT-SS1-4ft","[Type 1] SS304 Partition OP Truss - 4'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","59.375","89"
"T1-POT-SS1-4m","[Type 1] SS304 Partition OP Truss - 4M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-POT-SS1-8ft","[Type 1] SS304 Partition OP Truss - 8'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","118.75","178"
"T1-POT-SS1-HDPE-12ft","[Type 1] SS304 Partition OP Truss - HDPE - 12'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-POT-SS1-HDPE-16ft","[Type 1] SS304 Partition OP Truss - HDPE - 16'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-POT-SS1-HDPE-1m","[Type 1] SS304 Partition OP Truss - HDPE - 1M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","40.375","60.52"
"T1-POT-SS1-HDPE-2m","[Type 1] SS304 Partition OP Truss - HDPE - 2M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","78.375","117.48"
"T1-POT-SS1-HDPE-3m","[Type 1] SS304 Partition OP Truss - HDPE - 3M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","118.75","178"
"T1-POT-SS1-HDPE-4ft","[Type 1] SS304 Partition OP Truss - HDPE - 4'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","59.375","89"
"T1-POT-SS1-HDPE-4m","[Type 1] SS304 Partition OP Truss - HDPE - 4M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","237.5","356"
"T1-POT-SS1-HDPE-8ft","[Type 1] SS304 Partition OP Truss - HDPE - 8'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","118.75","178"
"T1-POT-SS2-12ft","[Type 1] SS316 Partition OP Truss - 12'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-POT-SS2-16ft","[Type 1] SS316 Partition OP Truss - 16'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-POT-SS2-1m","[Type 1] SS316 Partition OP Truss - 1M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","76.8","80.48"
"T1-POT-SS2-2m","[Type 1] SS316 Partition OP Truss - 2M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","158.4","165.99"
"T1-POT-SS2-3m","[Type 1] SS316 Partition OP Truss - 3M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","240","251.5"
"T1-POT-SS2-4ft","[Type 1] SS316 Partition OP Truss - 4'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","120","125.75"
"T1-POT-SS2-4m","[Type 1] SS316 Partition OP Truss - 4M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-POT-SS2-8ft","[Type 1] SS316 Partition OP Truss - 8'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","240","251.5"
"T1-POT-SS2-HDPE-12ft","[Type 1] SS316 Partition OP Truss - HDPE - 12'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-POT-SS2-HDPE-16ft","[Type 1] SS316 Partition OP Truss - HDPE - 16'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-POT-SS2-HDPE-1m","[Type 1] SS316 Partition OP Truss - HDPE - 1M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","76.8","80.48"
"T1-POT-SS2-HDPE-2m","[Type 1] SS316 Partition OP Truss - HDPE - 2M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","158.4","165.99"
"T1-POT-SS2-HDPE-3m","[Type 1] SS316 Partition OP Truss - HDPE - 3M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","240","251.5"
"T1-POT-SS2-HDPE-4ft","[Type 1] SS316 Partition OP Truss - HDPE - 4'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","120","125.75"
"T1-POT-SS2-HDPE-4m","[Type 1] SS316 Partition OP Truss - HDPE - 4M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","480","503"
"T1-POT-SS2-HDPE-8ft","[Type 1] SS316 Partition OP Truss - HDPE - 8'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","240","251.5"
"T2-1mPA-HDG","[Type 2] HDG 1M Perimeter Angle","FABRICATION","ACCESSORIES","GALVANIZING","1.1",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_20","N/A","LOOSE","10.9304","11.3722"
"T2-1mPA-MS","[Type 2] MS 1M Perimeter Angle","FABRICATION","ACCESSORIES","ACCESSORIES","1.08",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_20","N/A","LOOSE","8.1804","8.6222"
"T2-4ftPA-HDG","[Type 2] HDG 4'Perimeter Angle","FABRICATION","ACCESSORIES","GALVANIZING","1.35",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_19","N/A","LOOSE","10.9304","11.3722"
"T2-4ftPA-MS","[Type 2] MS 4'Perimeter Angle","FABRICATION","ACCESSORIES","ACCESSORIES","1.32",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_19","N/A","LOOSE","8.1804","8.6222"
"T2-RTJ-HDG-12ft","[Type 2] HDG OP Joint Trusses - 12'","FABRICATION","ACCESSORIES","GALVANIZING","24.1",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","106.3786","132.6"
"T2-RTJ-HDG-16ft","[Type 2] HDG OP Joint Trusses - 16'","FABRICATION","ACCESSORIES","GALVANIZING","31.93",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","112.0036","138.225"
"T2-RTJ-HDG-20ft","[Type 2] HDG OP Joint Trusses - 20'","FABRICATION","ACCESSORIES","GALVANIZING","39.76",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","113.8786","140.1"
"T2-RTJ-HDG-3m","[Type 2] HDG Joint OP Truss - 3M","FABRICATION","ACCESSORIES","GALVANIZING","20.3",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_28-29","N/A","LOOSE","57.5643","70.675"
"T2-RTJ-HDG-4m","[Type 2] HDG Joint OP Truss - 4M","FABRICATION","ACCESSORIES","GALVANIZING","26.86",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","90.3786","116.6"
"T2-RTJ-HDG-5m","[Type 2] HDG Joint OP Truss - 5M","FABRICATION","ACCESSORIES","GALVANIZING","33.42",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","108.8786","135.1"
"T2-RTJ-HDG-6m","[Type 2] HDG Joint OP Truss - 6M","FABRICATION","ACCESSORIES","GALVANIZING","39.98",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","111.3786","137.6"
"T2-RTJ-MS-12ft","[Type 2] MS OP Joint Trusses - 12'","FABRICATION","ACCESSORIES","ACCESSORIES","23.58",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","83.8786","110.1"
"T2-RTJ-MS-16ft","[Type 2] MS OP Joint Trusses - 16'","FABRICATION","ACCESSORIES","ACCESSORIES","31.24",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","83.8786","110.1"
"T2-RTJ-MS-20ft","[Type 2] MS OP Joint Trusses - 20'","FABRICATION","ACCESSORIES","ACCESSORIES","38.9",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","83.8786","110.1"
"T2-RTJ-MS-3m","[Type 2] MS Joint OP Truss - 3M","FABRICATION","ACCESSORIES","ACCESSORIES","19.86",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_28-29","N/A","LOOSE","41.9393","55.05"
"T2-RTJ-MS-4m","[Type 2] MS Joint OP Truss - 4M","FABRICATION","ACCESSORIES","ACCESSORIES","26.28",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","83.8786","110.1"
"T2-RTJ-MS-5m","[Type 2] MS Joint OP Truss - 5M","FABRICATION","ACCESSORIES","ACCESSORIES","32.7",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","83.8786","110.1"
"T2-RTJ-MS-6m","[Type 2] MS Joint OP Truss - 6","FABRICATION","ACCESSORIES","ACCESSORIES","39.12",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","83.8786","110.1"
"T2-RTJ-SS1-12ft","[Type 2] SS304 OP Joint Trusses - 12'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","237.5","356"
"T2-RTJ-SS1-16ft","[Type 2] SS304 OP Joint Trusses - 16'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","237.5","356"
"T2-RTJ-SS1-20ft","[Type 2] SS304 OP Joint Trusses - 20'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","237.5","356"
"T2-RTJ-SS1-3m","[Type 2] SS304 Joint OP Truss - 3M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_28-29","N/A","LOOSE","118.75","178"
"T2-RTJ-SS1-4m","[Type 2] SS304 Joint OP Truss - 4M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","237.5","356"
"T2-RTJ-SS1-5m","[Type 2] SS304 Joint OP Truss - 5M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","237.5","356"
"T2-RTJ-SS1-6m","[Type 2] SS304 Joint OP Truss - 6M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","237.5","356"
"T2-RTJ-SS2-12ft","[Type 2] SS316 OP Joint Trusses - 12'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","480","503"
"T2-RTJ-SS2-16ft","[Type 2] SS316 OP Joint Trusses - 16'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","480","503"
"T2-RTJ-SS2-20ft","[Type 2] SS316 OP Joint Trusses - 20'","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_25","N/A","LOOSE","480","503"
"T2-RTJ-SS2-3m","[Type 2] SS316 Joint OP Truss - 3M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_28-29","N/A","LOOSE","240","251.5"
"T2-RTJ-SS2-4m","[Type 2] SS316 Joint OP Truss - 4M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","480","503"
"T2-RTJ-SS2-5m","[Type 2] SS316 Joint OP Truss - 5M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","480","503"
"T2-RTJ-SS2-6m","[Type 2] SS316 Joint OP Truss - 6M","FABRICATION","ACCESSORIES","ACCESSORIES","0",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","T2-SE-ACCD-2020-001_Sheet_31","N/A","LOOSE","480","503"
"T2-RTPJ-HDG-12ft","[Type 2] HDG Partition OP Joint Trusses - 12'","FABRICATION","ACCESSORIES","GALVANIZING","21.43",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","106.3786","132.6"
"T2-RTPJ-HDG-16ft","[Type 2] HDG Partition OP Joint Trusses - 16'","FABRICATION","ACCESSORIES","GALVANIZING","28.37",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","112.0036","138.225"
